ADDRESS,TYPE,BRANCH
新北市三重區光復路一段82號1樓,統一超商股份有限公司,台北縣第二五七分公司
新北市板橋區中山路二段172號1樓,統一超商股份有限公司,台北縣第２５８分公司
新竹市光復路二段１６３號１樓,統一超商股份有限公司,新竹巿第２９分公司
新北市新店區寶慶街66號,統一超商股份有限公司,台北縣第２６０分公司
新北市新店區北新路２５６號１樓,統一超商股份有限公司,台北縣第２５９分公司
桃園市桃園區力行路156號1樓,統一超商股份有限公司,桃園縣第９２分公司
臺南市東區路東里大同路二段九十五–３號１樓,統一超商股份有限公司,台南巿第１００分公司
臺南市安南區安中路6段599、601號1樓,統一超商股份有限公司,台南市第九十九分公司
桃園市八德區茄苳里２鄰中華路３１６、３１８、３２０、３２,統一超商股份有限公司,桃園縣第９３分公司
桃園市中壢區慈惠三街１５３號１樓,統一超商股份有限公司,桃園縣第９４分公司
臺北市中山區民權東路3段71、73號1樓,統一超商股份有限公司,台北巿第二二四分公司
臺中市東區十甲路１３２、１３２–１號１樓,統一超商股份有限公司,台中巿第１１６分公司
彰化縣二水鄉員集路4段6、8、10號1樓,統一超商股份有限公司,彰化縣第三分公司
臺北市南港區東新街80巷1號1樓、108巷2弄30號1樓,統一超商股份有限公司,台北巿第２３３分公司
高雄市前金區新生里七賢二路２５４號１樓,統一超商股份有限公司,高雄巿第１５５分公司
高雄市鳳山區武漢里武慶二路52、54號１樓,統一超商股份有限公司,高雄市第三三四分公司
新北市板橋區松江街１１８號１樓,統一超商股份有限公司,台北縣第２６１分公司
新北市中和區景平路５１７、５１９號,統一超商股份有限公司,台北縣第２６２分公司
新北市貢寮區延平街63號1樓,統一超商股份有限公司,台北縣第１０３分公司
臺北市中山區民生東路二段157號,統一超商股份有限公司,台北巿第３４３分公司
屏東縣內埔鄉南寧路19、21號1樓,統一超商股份有限公司,屏東縣第２５分公司
嘉義縣朴子市竹圍里五鄰南通路三段七六七、七六九號一樓,統一超商股份有限公司,嘉義縣第８分公司
嘉義市西區福全里三十四鄰八德路七十三號,統一超商股份有限公司,嘉義巿第２９分公司
臺中市霧峰區坑口里中正路563、563-1號1樓,統一超商股份有限公司,台中市第一０三分公司
臺中市太平區樹孝路１０９號１樓,統一超商股份有限公司,台中縣第７６分公司
新北市板橋區國慶路151號1樓,統一超商股份有限公司,台北縣第２６３分公司
新北市樹林區三福街39、41號1樓,統一超商股份有限公司,台北縣第２６４分公司
桃園市桃園區西湖里三民路三段１９０號１樓,統一超商股份有限公司,桃園縣第９５分公司
新北市三重區中正北路１８９號１樓,統一超商股份有限公司,台北縣第２６６分公司
新北市樹林區樹林市三俊街172號1樓,統一超商股份有限公司,台北縣第二六七分公司
新北市樹林區光華街2、4、6號1樓,統一超商股份有限公司,新北市第二六八分公司
臺北市信義區吳興街257、259號1樓,統一超商股份有限公司,台北巿第２３７分公司
臺北市中山區伊通街30號1樓,統一超商股份有限公司,台北巿第２１３分公司
新北市淡水區賢孝里６鄰淡金路四段５３０號,統一超商股份有限公司,台北縣第２６５分公司
基隆市安樂區基金一路１６８–二十一號１樓,統一超商股份有限公司,基隆巿第１０分公司
新北市新店區安和路一段１、３號１樓,統一超商股份有限公司,台北縣第２６９分公司
臺中市東區自由路三段２２６號１樓、進德路七十七號１樓,統一超商股份有限公司,台中巿第一一七分公司
臺中市南區復興路三段138、140號1樓,統一超商股份有限公司,台中巿第一一八分公司
臺中市潭子區新興路一段３５４號１樓,統一超商股份有限公司,台中縣第七十七分公司
高雄市旗山區瑞吉里延平一路446號1樓,統一超商股份有限公司,高雄市第四四八分公司
臺南市仁德區二行村二仁路1段151號1樓,統一超商股份有限公司,台南縣第五十二分公司
新北市新莊區化成路２８３號１樓,統一超商股份有限公司,台北縣第２７０分公司
高雄市三民區寶玉里大豐二路348、350、352號1樓,統一超商股份有限公司,高雄巿第十一分公司
高雄市鳳山區五甲一路１６２號,統一超商股份有限公司,高雄縣第５２分公司
高雄市鳳山區鎮南里五甲二路744號1樓,統一超商股份有限公司,高雄市第三三五分公司
新北市中和區中和路257號,統一超商股份有限公司,台北縣第２７１分公司
桃園市中壢區自強里十五鄰環中東路８號,統一超商股份有限公司,桃園縣第８８分公司
桃園市平鎮區義民里廣泰路七十七號１樓,統一超商股份有限公司,桃園縣第９６分公司
臺南市南區夏林路1-16、1-17號1樓,統一超商股份有限公司,台南市第6分公司
臺南市南區金華路一段27號1樓,統一超商股份有限公司,台南巿第４７分公司
高雄市阿蓮區中正路４０７號,統一超商股份有限公司,高雄市第四四三分公司
臺北市士林區天玉里８鄰天母西路５巷６號１樓,統一超商股份有限公司,台北巿第３４４分公司
新竹市文雅里十八鄰竹光路１２３號,統一超商股份有限公司,新竹巿第３０分公司
新北市中和區積穗里新生街48、50號1樓,統一超商股份有限公司,新北市第二七二分公司
臺南市南區大忠里中華南路一段１３８號,統一超商股份有限公司,台南市第１０１分公司
高雄市小港區港明里平和路156號1樓,統一超商股份有限公司,高雄巿第１２１分公司
臺北市中山區林森北路262號1樓,統一超商股份有限公司,台北市第３３１分公司
臺北市中山區中山北路二段七十四號１樓,統一超商股份有限公司,台北市第３４５分公司
臺北市萬華區環河南路二段200號1樓,統一超商股份有限公司,台北市第３４６分公司
新北市林口區中山路１６４號１樓,統一超商股份有限公司,台北縣第２７３分公司
桃園市龍潭區烏樹林里中豐路３１７號１樓,統一超商股份有限公司,桃園縣第９７分公司
桃園市平鎮區平東路２４１、２４３號１樓,統一超商股份有限公司,桃園縣第９８分公司
南投縣南投市南崗三路十號１樓,統一超商股份有限公司,南投縣第１４分公司
屏東縣東港鎮延平路１０７號,統一超商股份有限公司,屏東縣第１５分公司
雲林縣北港鎮新街里華勝路４１６號１樓,統一超商股份有限公司,雲林縣第２０分公司
嘉義縣朴子市開元里開元路１５４號１樓,統一超商股份有限公司,嘉義縣第９分公司
嘉義縣新港鄉宮前村十九鄰中山路八十五–５號１樓,統一超商股份有限公司,嘉義縣第１０分公司
臺南市仁德區三十二鄰中山路６６４、６６６、６６８號,統一超商股份有限公司,台南縣第５３分公司
臺中市南屯區向上南路一段３２５號１樓,統一超商股份有限公司,台中巿第十七分公司
彰化縣員林市大同路1段238號1樓,統一超商股份有限公司,彰化縣第十二分公司
臺南市中西區府前路一段１４４號１樓,統一超商股份有限公司,台南巿第１０２分公司
臺南市永康區中華里小東路６２５號１樓,統一超商股份有限公司,台南縣第５４分公司
新北市泰山區明志路二段２１６號１樓,統一超商股份有限公司,台北縣第８０分公司
臺北市中山區民權西路66號1樓,統一超商股份有限公司,台北巿第３４７分公司
臺北市北投區立德路１２５號１樓,統一超商股份有限公司,台北巿第３４８分公司
新北市泰山區同興里６鄰明志路一段４２１號１樓,統一超商股份有限公司,台北縣第二七四分公司
臺北市士林區福順里重慶北路4段149、151號1樓,統一超商股份有限公司,台北巿第三四九分公司
桃園市中壢區普義路175、175-1號1樓,統一超商股份有限公司,桃園縣第９９分公司
新竹市光明里十四鄰大學路五十八、六十號１樓,統一超商股份有限公司,新竹巿第３１分公司
高雄市前鎮區永豐路十四號,統一超商股份有限公司,高雄巿第１５７分公司
臺中市西屯區工業區一路五十四–１、五十四–２號１樓,統一超商股份有限公司,台中巿第１１９分公司
臺中市烏日區中山路一段３７４號１樓,統一超商股份有限公司,台中縣第七十八分公司
高雄市意誠里三多四路九十三號,統一超商股份有限公司,高雄巿第１５６分公司
屏東縣內埔鄉老埤村壽比路７４２、７４２–１號,統一超商股份有限公司,屏東縣第２６分公司
彰化縣花壇鄉中山路二段1、3、5號1樓,統一超商股份有限公司,彰化縣第二十七分公司
臺中市西屯區大隆路五十六號１樓,統一超商股份有限公司,台中巿第四十七分公司
臺中市大里區成功路４９１、４９３號１樓,統一超商股份有限公司,台中縣第七十九分公司
彰化縣田中鎮福安路１４４、１４６號１樓,統一超商股份有限公司,彰化縣第二十三分公司
新北市中和區興南路二段90號,統一超商股份有限公司,台北縣第２７５分公司
新竹市北區福林里９鄰東大路二段２６１號１樓,統一超商股份有限公司,新竹巿第３２分公司
高雄市大社區中山路２６１號,統一超商股份有限公司,高雄市第三八九分公司
臺北市大安區和平東路二段118巷33號1樓,統一超商股份有限公司,台北巿第３５０分公司
新北市板橋區文化路一段２８７號１樓,統一超商股份有限公司,台北縣第２７６分公司
高雄市旗山區延平一路七十八號,統一超商股份有限公司,高雄縣第５７分公司
臺中市大肚區沙田路三段８８２號１樓,統一超商股份有限公司,台中縣第８１分公司
南投縣鹿谷鄉鹿谷村仁義路１４８號１樓,統一超商股份有限公司,南投縣第１５分公司
高雄市三民區港東里中山一路３３６、３３８號１樓,統一超商股份有限公司,高雄巿第１５９分公司
高雄市橋頭區白樹路53號,統一超商股份有限公司,高雄市第四五九分公司
桃園市中壢區龍岡路三段１９２、１９４號１樓,統一超商股份有限公司,桃園縣第１０１分公司
桃園市中壢區東興里新興路１６２號１樓,統一超商股份有限公司,桃園縣第１００分公司
臺北市北投區明德路99號1樓,統一超商股份有限公司,台北巿第３５１分公司
臺北市中山區復興北路164號1樓,統一超商股份有限公司,台北巿第３５２分公司
屏東縣恆春鎮墾丁里墾丁路六十、六十二號１樓,統一超商股份有限公司,屏東縣第二十九分公司
臺中市龍井區忠和村中央路三段五十一號１樓,統一超商股份有限公司,台中縣第八十二分公司
臺中市大肚區福山村沙田路一段４２６–７號１樓,統一超商股份有限公司,台中縣第八十三分公司
臺中市清水區西社里海濱路１６８之１號１樓,統一超商股份有限公司,台中縣第八十四分公司
臺中市神岡區中山路736號1樓,統一超商股份有限公司,台中縣第八十五分公司
臺北市松山區南京東路三段３４２號１樓,統一超商股份有限公司,台北巿第３５３分公司
彰化縣和美鎮犁盛里彰新路二段５４５號１樓,統一超商股份有限公司,彰化縣第３０分公司
臺中市大里區大明路２３８號１樓,統一超商股份有限公司,台中縣第八０分公司
屏東縣屏東市永安里建國路九十九–１號１樓,統一超商股份有限公司,屏東縣第２８分公司
屏東縣屏東市潭墘里大同北路１號１樓、勝利路262之2號1樓,統一超商股份有限公司,屏東縣第２７分公司
高雄市三民區莊敬路２８９號,統一超商股份有限公司,高雄巿第１５８分公司
臺北縣蘆洲鄉中原里十六鄰中正路１８５巷六十號１樓,統一超商股份有限公司,台北縣第２７７分公司
嘉義縣民雄鄉民權路42-2號1樓,統一超商股份有限公司,嘉義縣第１１分公司
雲林縣元長鄉中山路32、32-2號1樓,統一超商股份有限公司,雲林縣第二十一分公司
桃園市桃園區莊敬里經國路242號1樓,統一超商股份有限公司,桃園縣第１０２分公司
臺中市西屯區臺中港路三段１９６號１樓,統一超商股份有限公司,台中巿第１２０分公司
彰化縣彰化市南興里天祥路359號1樓,統一超商股份有限公司,彰化縣第三十一分公司
彰化縣彰化市平和里金馬路三段７８４號１樓,統一超商股份有限公司,彰化縣第三十二分公司
彰化縣彰化市國聖里中山路三段５１２號１樓,統一超商股份有限公司,彰化縣第３３分公司
彰化縣伸港鄉新港村中興路一段３５５號１樓,統一超商股份有限公司,彰化縣第三十四分公司
新北市中和區忠孝街103、103–1號1樓,統一超商股份有限公司,台北縣第２７８分公司
高雄市前鎮區竹內里賢明路３、５號１樓,統一超商股份有限公司,高雄巿第１６０分公司
高雄市楠梓區裕昌里後昌路１２８５號１樓,統一超商股份有限公司,高雄巿第一六一分公司
高雄市鳳山區中崙四路２號１樓,統一超商股份有限公司,高雄市第三三六分公司
新北市汐止區汐萬路2段62巷1１號1、2樓,統一超商股份有限公司,台北縣第二八０分公司
桃園市桃園區大興西路二段1號1樓,統一超商股份有限公司,桃園縣第１０４分公司
臺南市中西區協和里二十九鄰和善街五十四號１樓,統一超商股份有限公司,台南巿第１０４分公司
高雄市新興區新江里中山一路２７２號１樓,統一超商股份有限公司,高雄巿第１６３分公司
高雄市三民區鼎復里鼎山街６８４號１樓,統一超商股份有限公司,高雄巿第１６４分公司
高雄市林園區東林村鳳林路一段１號１樓,統一超商股份有限公司,高雄市第三七四分公司
桃園市平鎮區南勢里十四鄰中豐路南勢二段３７７、３７９、３,統一超商股份有限公司,桃園縣第１０３分公司
臺中市沙鹿區臺灣大道7段812號1樓,統一超商股份有限公司,台中縣第八十六分公司
臺南市中西區大涼里中華西路二段三十六號１樓,統一超商股份有限公司,台南巿第１０３分公司
高雄市三民區精華里九如二路４４６號１樓,統一超商股份有限公司,高雄巿第１６２分公司
臺北市文山區景中街45號1樓,統一超商股份有限公司,台北巿第３５４分公司
新北市三峽區永館里21鄰文化路122號1樓,統一超商股份有限公司,台北縣第２７９分公司
苗栗縣苗栗市中正路４０８號１樓,統一超商股份有限公司,苗栗縣第１３分公司
臺中市北區賴厝里漢口路四段五十六、五十八、六十號１樓,統一超商股份有限公司,台中巿第１２１分公司
新北市永和區福和路１９６號,統一超商股份有限公司,台北縣第２８１分公司
新竹市北區光華里十鄰湳雅街四十六號１樓,統一超商股份有限公司,新竹巿第３３分公司
高雄市楠梓區加昌里四十鄰樂群路１５３、１５５號１樓,統一超商股份有限公司,高雄巿第１６５分公司
高雄市三民區德智里自由一路１０５號１樓,統一超商股份有限公司,高雄巿第１６６分公司
新北市土城區中華路一段１８７號１樓,統一超商股份有限公司,台北縣第２８４分公司
高雄市鼓山區光化里鼓山二路三十三號１樓,統一超商股份有限公司,高雄巿第１６７分公司
桃園市八德區大同里二十一鄰福國北街八十二號１樓,統一超商股份有限公司,桃園縣第一０五分公司
彰化縣彰化市進德路二十七號１樓,統一超商股份有限公司,彰化縣第三十五分公司
臺中市豐原區三豐路2段186、188號1樓,統一超商股份有限公司,台中縣第八十七分公司
臺南市六甲區六甲村二十二鄰中正路５５２號１樓,統一超商股份有限公司,台南縣第５５分公司
臺北市中山區長安東路二段１７６號１樓,統一超商股份有限公司,台北巿第３５５分公司
新北市汐止區中興路105號,統一超商股份有限公司,台北縣第２８２分公司
臺南市中西區工業里民族路三段九十二號１樓,統一超商股份有限公司,台南巿第１０５分公司
臺南市永康區大橋里中華路７６２、７６４號１樓,統一超商股份有限公司,台南縣第５６分公司
臺北縣汐止鎮忠孝里樟樹一路１２１號１樓,統一超商股份有限公司,台北縣第二八三分公司
臺中市西屯區中工二路１９６號１樓,統一超商股份有限公司,台中巿第１２２分公司
臺中市烏日區中山路二段２８９號１樓,統一超商股份有限公司,台中縣第八十八分公司
臺南市東區前鋒路16號1樓,統一超商股份有限公司,台南巿第１０６分公司
臺南市東區府宅里大同路一段１７３號１樓,統一超商股份有限公司,台南巿第１０７分公司
新竹市西大路６４２號,統一超商股份有限公司,新竹市第３４分公司
新竹縣湖口鄉孝勢村９鄰忠孝路二十、二十二號１樓,統一超商股份有限公司,新竹縣第１７分公司
新竹縣湖口鄉鳳凰村漢陽路１號,統一超商股份有限公司,新竹縣第１６分公司
新北市中和區中和路380號1樓,統一超商股份有限公司,台北縣第２８５分公司
臺中市北區崇德路一段九十九號１樓,統一超商股份有限公司,台中巿第１２３分公司
臺中市太平區�L仔坑路三二八號一樓,統一超商股份有限公司,台中縣第８９分公司
屏東縣東港鎮興東里中正路一段２０６號１樓,統一超商股份有限公司,屏東縣第３０分公司
高雄市三民區灣興里民族一路２３９號１樓,統一超商股份有限公司,高雄巿第１６８分公司
高雄市林園區鳳芸二路57號1樓 / 鳳芸路3號1樓,統一超商股份有限公司,高雄市第三七五分公司
高雄市鳳山區忠義里中山西路396、398、400號1樓,統一超商股份有限公司,高雄市第三三七分公司
屏東縣枋山鄉楓港村十七鄰舊庄路二十一號１樓,統一超商股份有限公司,屏東縣第３１分公司
臺中市北屯區昌平路二段四十五之８、四十五之９號１樓,統一超商股份有限公司,台中巿第一二四分公司
臺南市永康區甲頂里中正南路１８６號１樓,統一超商股份有限公司,台南縣第５７分公司
新竹市西門里３鄰中山路１００號１樓,統一超商股份有限公司,新竹巿第３５分公司
雲林縣麥寮鄉麥津村中山路１９６號１樓,統一超商股份有限公司,雲林縣第２２分公司
新北市新莊區福營里６鄰中正路５８７、５８７–１、５８９號,統一超商股份有限公司,台北縣第２８８分公司
臺中市太平區精美路1、1-1號1樓,統一超商股份有限公司,台中縣第九十分公司
高雄市岡山區介壽路十九、二十號１樓,統一超商股份有限公司,高雄縣第６３分公司
新北市泰山區泰林路二段515、517號1樓,統一超商股份有限公司,台北縣第２８９分公司
新北市三重區重新路5段609巷12號之9、12號之10,統一超商股份有限公司,新北市第二九○分公司
彰化縣田中鎮員集路二段４４８、４５０號１樓,統一超商股份有限公司,彰化縣第３６分公司
高雄市鳥松區球場路30之5號1樓,統一超商股份有限公司,高雄市第三八０分公司
新北市新莊區民安里十三鄰民安西路五十八號１樓,統一超商股份有限公司,台北縣第２８６分公司
新北市新莊區西盛街325、327號1樓,統一超商股份有限公司,台北縣第二八七分公司
臺北市士林區士東路48號1樓,統一超商股份有限公司,台北巿第３５６分公司
臺北市松山區八德路四段６５８號１樓,統一超商股份有限公司,台北巿第３５７分公司
臺北市大安區大安路二段102號1樓,統一超商股份有限公司,台北巿第３５８分公司
臺北市士林區德行東路262號1樓,統一超商股份有限公司,台北巿第３５９分公司
新竹市光鎮里十二鄰南大路７５４號,統一超商股份有限公司,新竹巿第３６分公司
基隆市中正區祥豐街339號、341號1樓,統一超商股份有限公司,基隆市第２１分公司
新竹縣竹北市新社里中正西路132、134號,統一超商股份有限公司,新竹縣第１８分公司
臺東縣臺東市中山路３９５、３９５–１號１樓,統一超商股份有限公司,台東縣第１分公司
臺東縣臺東市中華路一段３２４號１樓,統一超商股份有限公司,台東縣第２分公司
臺東縣臺東市中華路一段４０５、４０７號１樓,統一超商股份有限公司,台東縣第３分公司
臺東縣卑南鄉明峰村忠孝路164、166、168號1樓,統一超商股份有限公司,台東縣第四分公司
嘉義縣朴子市竹圍里十一鄰大同路２１２號１樓,統一超商股份有限公司,嘉義縣第１２分公司
宜蘭縣羅東鎮興東南路188號1樓,統一超商股份有限公司,宜蘭縣第１３分公司
臺北市大安區東豐街9號1樓,統一超商股份有限公司,台北巿第３６０分公司
新北市汐止區忠孝東路2821１樓,統一超商股份有限公司,台北縣第２９１分公司
新北市蘆洲區保新里4鄰三民路230號1樓,統一超商股份有限公司,台北縣第２９２分公司
新竹市建功里建功路６號１樓,統一超商股份有限公司,新竹巿第３７分公司
雲林縣四湖鄉四湖村中山東路１１３號１樓,統一超商股份有限公司,雲林縣第２３分公司
花蓮縣花蓮市中正路383、385號1樓：花蓮縣花蓮市和平路376樓1號,統一超商股份有限公司,花蓮縣第１分公司
花蓮縣吉安鄉中華路二段5號1樓,統一超商股份有限公司,花蓮縣第２分公司
花蓮縣吉安鄉自強路５０４號１樓,統一超商股份有限公司,花蓮縣第３分公司
花蓮縣新城鄉嘉新村嘉新１６４、１６４–１號,統一超商股份有限公司,花蓮縣第４分公司
臺東縣臺東市正氣北路３８９號１樓,統一超商股份有限公司,台東縣第５分公司
南投縣埔里鎮中正路３７６、３８０號１樓,統一超商股份有限公司,南投縣第１６分公司
雲林縣水林鄉水南村水林路１５７、１５９號１樓,統一超商股份有限公司,雲林縣第２４分公司
桃園市龜山區文明路43號,統一超商股份有限公司,桃園縣第１０６分公司
南投縣埔里鎮大湳里中山路1段423號1樓,統一超商股份有限公司,南投縣第十七分公司
彰化縣員林市中正路七十五號１樓,統一超商股份有限公司,彰化縣第三十七分公司
高雄市前鎮區民權里鄭和路四十七、四十九號一樓,統一超商股份有限公司,高雄市第一六九分公司
高雄市鳳山區埤頂里建國路一段79號1樓 / 埤頂里建國路一段53巷2弄10號1樓,統一超商股份有限公司,高雄市第三三八分公司
屏東縣屏東市斯文里二十二鄰自由路５０１號１樓,統一超商股份有限公司,屏東縣第三十二分公司
新竹市文華里６鄰北大路三十八號１樓,統一超商股份有限公司,新竹巿第３８分公司
新北市新莊區福基里十七鄰五權一路八十號１樓,統一超商股份有限公司,台北縣第２９３分公司
新北市新莊區福基里十七鄰五工二路89、91號1樓,統一超商股份有限公司,新北市第二九四分公司
桃園市新屋區新生里十二鄰中山路３６７、３６９、３７１號１,統一超商股份有限公司,桃園縣第１０７分公司
桃園市中壢區興仁路2段57號1樓,統一超商股份有限公司,桃園縣第１０８分公司
臺東縣臺東市新興里二十二鄰中華路一段８３３號１樓,統一超商股份有限公司,台東縣第６分公司
臺北市大安區建國南路一段274號1樓,統一超商股份有限公司,台北巿第３６１分公司
臺北市中正區永昌里21鄰中華路2段405、407號1樓,統一超商股份有限公司,台北巿第三六二分公司
嘉義市西區大溪里北港路597號1樓,統一超商股份有限公司,嘉義巿第三十分公司
嘉義縣民雄鄉建國路三段１７２號１樓,統一超商股份有限公司,嘉義縣第１３分公司
臺北市大安區仁愛路四段２６６巷十五弄十八號１樓,統一超商股份有限公司,台北巿第３６３分公司
新北市土城區裕民路２５７–１號,統一超商股份有限公司,台北縣第２９５分公司
高雄市新興區興昌里二十二鄰中正三路三十號,統一超商股份有限公司,高雄巿第１７０分公司
高雄市鳥松區大智路5、7號1樓,統一超商股份有限公司,高雄市第三六八分公司
宜蘭縣礁溪鄉礁溪路四段85、87號1樓,統一超商股份有限公司,宜蘭縣第十四分公司
花蓮縣吉安鄉慶豐村24鄰中山路三段423號1樓,統一超商股份有限公司,花蓮縣第５分公司
臺中市北屯區興安路一段２６４、２６６號１樓,統一超商股份有限公司,台中巿第一二五分公司
臺中市北屯區興安路二段六十號１樓,統一超商股份有限公司,台中巿第一二六分公司
新北市土城區亞洲路104、106號1樓,統一超商股份有限公司,台北縣第二九七分公司
彰化縣溪湖鎮員鹿路一段１１１號１樓,統一超商股份有限公司,彰化縣第３８分公司
臺南市麻豆區東角里１鄰興中路１６９號１樓,統一超商股份有限公司,台南縣第５８分公司
臺南市學甲區慈生里１鄰中正路２９８號１樓,統一超商股份有限公司,台南縣第５９分公司
高雄市湖內區田尾村中山路一段４８２、４８４號１樓,統一超商股份有限公司,高雄縣第六十七分公司
屏東縣車城鄉中山路74、76號1樓,統一超商股份有限公司,屏東縣第３３分公司
新北市永和區中和路417、419號1樓,統一超商股份有限公司,台北縣第２９６分公司
新北市三重區自強路4段102、104號1樓,統一超商股份有限公司,台北縣第三○○分公司
新竹縣竹東鎮東寧路二段１８８號１樓,統一超商股份有限公司,新竹縣第１９分公司
臺中市西區臺灣大道2段90、92、96號1樓,統一超商股份有限公司,台中巿第一二七分公司
臺中市北區太原路一段４９２號地下第１層１樓、忠明八街１號,統一超商股份有限公司,台中巿第一二八分公司
臺南市安定區保西村２鄰３３９之１號１樓,統一超商股份有限公司,台南縣第６０分公司
臺南市仁德區中正路二段１０５２號,統一超商股份有限公司,台南縣第６１分公司
高雄市茄萣區白雲村茄萣路二段四０三號一樓,統一超商股份有限公司,高雄市第四六三分公司
高雄市梓官區大舍東路７巷１號１樓,統一超商股份有限公司,高雄縣第六十九分公司
高雄市大寮區自由路１、１–１號１樓,統一超商股份有限公司,高雄市第三五七分公司
新北市新莊區中平路192號1樓,統一超商股份有限公司,台北縣第２９８分公司
臺北縣樹林鎮樹西里７鄰中山路一段１７２號１樓,統一超商股份有限公司,台北縣第２９９分公司
彰化縣埔心鄉員鹿路一段２１３號１樓,統一超商股份有限公司,彰化縣第３９分公司
臺北市中山區長春路67號1樓,統一超商股份有限公司,台北巿第３６４分公司
新北市汐止區茄苳里茄苳路196號1樓,統一超商股份有限公司,台北縣第３０２分公司
臺南市新營區延平路六十五、六十七號１樓,統一超商股份有限公司,台南縣第６２分公司
基隆市安樂區基金三路80、80-1號1樓,統一超商股份有限公司,基隆市第２２分公司
新北市三重區福德里成功路106、106-2號1樓,統一超商股份有限公司,台北縣第３０１分公司
臺北市信義區大仁里8鄰林口街48號,統一超商股份有限公司,台北巿第３６５分公司
臺北市北投區振興街31號1樓,統一超商股份有限公司,台北巿第３６６分公司
新北市新店區安忠路六十五巷２號１樓,統一超商股份有限公司,台北縣第３０３分公司
桃園市蘆竹區南崁路二段六十六–２號１樓,統一超商股份有限公司,桃園縣第１０９分公司
苗栗縣竹南鎮竹南里十一鄰博愛街五十三號１樓,統一超商股份有限公司,苗栗縣第１５分公司
臺北市北投區公館路31號1樓,統一超商股份有限公司,台北巿第３６７分公司
臺北市士林區士東路２００巷二十一號１樓,統一超商股份有限公司,台北巿第３６８分公司
苗栗縣苑裡鎮房裡里南房六十三–９號１樓,統一超商股份有限公司,苗栗縣第１４分公司
臺東縣大武鄉大武村復興路八十號,統一超商股份有限公司,台東縣第７分公司
新北市板橋區中山路二段３１６號１樓,統一超商股份有限公司,台北縣第３０４分公司
臺南市關廟區南花村中正路８８１號１樓,統一超商股份有限公司,台南縣第六十三分公司
高雄市新興區開平里七賢一路２９０、２９２、２９４號１樓,統一超商股份有限公司,高雄巿第１７１分公司
宜蘭縣宜蘭市泰山路212號,統一超商股份有限公司,宜蘭縣第１５分公司
臺南市永康區西勢里富強路一段２８２號１樓,統一超商股份有限公司,台南縣第６４分公司
屏東縣恆春鎮城南里中正路67號1樓,統一超商股份有限公司,屏東縣第三十四分公司
基隆市樂利三街三十巷二十一號１樓,統一超商股份有限公司,基隆巿第２３分公司
新北市中和區民享街38、38-1號1樓,統一超商股份有限公司,台北縣第３０５分公司
桃園市中壢區中山路１２０號,統一超商股份有限公司,桃園縣第１１０分公司
花蓮縣花蓮市國聯里二十鄰國聯五路四十七、四十九號１樓,統一超商股份有限公司,花蓮縣第６分公司
臺中市北屯區東山路一段２１２號１樓,統一超商股份有限公司,台中市第一二九分公司
臺中市神岡區中山路１３９２號１樓,統一超商股份有限公司,台中縣第九十一分公司
基隆市中山區復興路193、195、197號1樓,統一超商股份有限公司,基隆巿第二十四分公司
高雄市鳳山區崗山北街四十一號１樓,統一超商股份有限公司,高雄縣第７１分公司
臺北市信義區新仁里24鄰東興路57號1樓,統一超商股份有限公司,台北巿第３６９分公司
基隆市仁愛區仁五路63號1樓,統一超商股份有限公司,基隆巿第２５分公司
